,0,1,face
1710,KakaoTalk_20191126_200345155_11.jpg,JM,"{'box': [238, 139, 141, 181], 'confidence': 0.9976709485054016, 'keypoints': {'nose': (293, 252), 'right_eye': (334, 213), 'mouth_left': (275, 283), 'left_eye': (270, 208), 'mouth_right': (321, 286)}}"
1711,KakaoTalk_20191126_200507774.jpg,JM,"{'box': [297, 129, 68, 93], 'confidence': 0.9460119605064392, 'keypoints': {'nose': (323, 180), 'right_eye': (343, 162), 'mouth_left': (311, 197), 'left_eye': (313, 159), 'mouth_right': (337, 199)}}"
1712,KakaoTalk_20191126_200507774_01.jpg,JM,"{'box': [425, 466, 31, 39], 'confidence': 0.8616535067558289, 'keypoints': {'nose': (444, 490), 'right_eye': (450, 481), 'mouth_left': (437, 498), 'left_eye': (437, 481), 'mouth_right': (446, 498)}}"
1713,KakaoTalk_20191126_200507774_02.jpg,JM,"{'box': [331, 100, 66, 84], 'confidence': 0.999702513217926, 'keypoints': {'nose': (386, 146), 'right_eye': (389, 134), 'mouth_left': (367, 163), 'left_eye': (364, 129), 'mouth_right': (386, 166)}}"
1714,KakaoTalk_20191126_200507774_03.jpg,JM,"{'box': [310, 104, 64, 81], 'confidence': 0.9954020977020264, 'keypoints': {'nose': (344, 145), 'right_eye': (359, 131), 'mouth_left': (330, 161), 'left_eye': (329, 129), 'mouth_right': (354, 164)}}"
1717,KakaoTalk_20191128_080654496.jpg,JM,"{'box': [437, 145, 94, 115], 'confidence': 0.9995809197425842, 'keypoints': {'nose': (515, 209), 'right_eye': (523, 191), 'mouth_left': (484, 228), 'left_eye': (488, 185), 'mouth_right': (513, 233)}}"
1718,KakaoTalk_20191128_080654496_01.jpg,JM,"{'box': [264, 136, 136, 187], 'confidence': 0.9999544620513916, 'keypoints': {'nose': (384, 240), 'right_eye': (389, 213), 'mouth_left': (345, 278), 'left_eye': (338, 208), 'mouth_right': (386, 279)}}"
1719,KakaoTalk_20191128_154904863.jpg,JM,"{'box': [176, 60, 71, 89], 'confidence': 0.9998432397842407, 'keypoints': {'nose': (199, 112), 'right_eye': (217, 88), 'mouth_left': (195, 129), 'left_eye': (187, 95), 'mouth_right': (222, 124)}}"
1720,KakaoTalk_20191128_154904863_01.jpg,JM,"{'box': [84, 78, 76, 80], 'confidence': 0.9993923902511597, 'keypoints': {'nose': (118, 131), 'right_eye': (127, 108), 'mouth_left': (123, 148), 'left_eye': (104, 124), 'mouth_right': (141, 136)}}"
1721,KakaoTalk_20191128_154904863_02.jpg,JM,"{'box': [101, 52, 112, 145], 'confidence': 0.9998113512992859, 'keypoints': {'nose': (131, 133), 'right_eye': (170, 107), 'mouth_left': (118, 166), 'left_eye': (123, 109), 'mouth_right': (156, 165)}}"
1722,KakaoTalk_20191128_154904863_03.jpg,JM,"{'box': [243, 102, 187, 212], 'confidence': 0.9998605251312256, 'keypoints': {'nose': (336, 207), 'right_eye': (363, 162), 'mouth_left': (328, 268), 'left_eye': (287, 197), 'mouth_right': (393, 236)}}"
1723,KakaoTalk_20191128_154904863_04.jpg,JM,"{'box': [194, 111, 111, 154], 'confidence': 0.9996628761291504, 'keypoints': {'nose': (204, 199), 'right_eye': (245, 170), 'mouth_left': (207, 233), 'left_eye': (210, 169), 'mouth_right': (236, 232)}}"
1724,KakaoTalk_20191128_154904863_05.jpg,JM,"{'box': [252, 185, 196, 256], 'confidence': 0.9999555349349976, 'keypoints': {'nose': (323, 324), 'right_eye': (395, 301), 'mouth_left': (274, 341), 'left_eye': (307, 261), 'mouth_right': (367, 379)}}"
1725,KakaoTalk_20191128_154904863_06.jpg,JM,"{'box': [144, 79, 298, 388], 'confidence': 0.9999960660934448, 'keypoints': {'nose': (234, 287), 'right_eye': (328, 226), 'mouth_left': (195, 356), 'left_eye': (206, 224), 'mouth_right': (316, 358)}}"
1726,KakaoTalk_20191128_154904863_07.jpg,JM,"{'box': [178, 82, 212, 280], 'confidence': 0.9995391368865967, 'keypoints': {'nose': (309, 244), 'right_eye': (353, 193), 'mouth_left': (246, 287), 'left_eye': (252, 189), 'mouth_right': (346, 290)}}"
1727,KakaoTalk_20191128_154904863_09.jpg,JM,"{'box': [248, 159, 149, 207], 'confidence': 0.9999397993087769, 'keypoints': {'nose': (310, 278), 'right_eye': (355, 245), 'mouth_left': (283, 314), 'left_eye': (287, 232), 'mouth_right': (333, 324)}}"
1728,KakaoTalk_20191128_154904863_10.jpg,JM,"{'box': [240, 125, 110, 162], 'confidence': 0.9999918937683105, 'keypoints': {'nose': (250, 220), 'right_eye': (284, 181), 'mouth_left': (259, 256), 'left_eye': (252, 193), 'mouth_right': (282, 249)}}"
1729,KakaoTalk_20191128_154904863_11.jpg,JM,"{'box': [265, 196, 157, 202], 'confidence': 0.990552544593811, 'keypoints': {'nose': (411, 315), 'right_eye': (414, 280), 'mouth_left': (362, 349), 'left_eye': (363, 278), 'mouth_right': (404, 349)}}"
1730,KakaoTalk_20191128_154904863_12.jpg,JM,"{'box': [263, 331, 152, 187], 'confidence': 0.9998718500137329, 'keypoints': {'nose': (295, 446), 'right_eye': (340, 390), 'mouth_left': (298, 477), 'left_eye': (279, 397), 'mouth_right': (347, 473)}}"
1731,KakaoTalk_20191128_154904863_13.jpg,JM,"{'box': [153, 208, 197, 261], 'confidence': 0.993653416633606, 'keypoints': {'nose': (198, 339), 'right_eye': (273, 313), 'mouth_left': (170, 391), 'left_eye': (201, 292), 'mouth_right': (222, 405)}}"
1732,KakaoTalk_20191128_154904863_14.jpg,JM,"{'box': [364, 155, 137, 169], 'confidence': 0.999613344669342, 'keypoints': {'nose': (422, 260), 'right_eye': (449, 212), 'mouth_left': (418, 290), 'left_eye': (394, 232), 'mouth_right': (466, 277)}}"
1733,KakaoTalk_20191128_154904863_15.jpg,JM,"{'box': [401, 87, 120, 169], 'confidence': 0.9999809265136719, 'keypoints': {'nose': (439, 185), 'right_eye': (474, 159), 'mouth_left': (419, 206), 'left_eye': (424, 153), 'mouth_right': (472, 212)}}"
1734,KakaoTalk_20191128_154904863_16.jpg,JM,"{'box': [366, 130, 203, 289], 'confidence': 0.9993095397949219, 'keypoints': {'nose': (417, 277), 'right_eye': (493, 246), 'mouth_left': (383, 331), 'left_eye': (402, 234), 'mouth_right': (472, 344)}}"
1735,KakaoTalk_20191128_154904863_17.jpg,JM,"{'box': [226, 225, 83, 110], 'confidence': 0.9986553192138672, 'keypoints': {'nose': (265, 288), 'right_eye': (288, 267), 'mouth_left': (250, 309), 'left_eye': (248, 266), 'mouth_right': (281, 310)}}"
1736,KakaoTalk_20191128_154904863_18.jpg,JM,"{'box': [202, 75, 128, 165], 'confidence': 0.997776210308075, 'keypoints': {'nose': (292, 168), 'right_eye': (303, 134), 'mouth_left': (258, 199), 'left_eye': (250, 144), 'mouth_right': (313, 190)}}"
1737,KakaoTalk_20191128_154904863_19.jpg,JM,"{'box': [244, 200, 175, 232], 'confidence': 0.9996064305305481, 'keypoints': {'nose': (327, 313), 'right_eye': (378, 298), 'mouth_left': (279, 352), 'left_eye': (301, 273), 'mouth_right': (351, 373)}}"
1738,KakaoTalk_20191128_154904863_21.jpg,JM,"{'box': [79, 131, 281, 359], 'confidence': 0.9973573088645935, 'keypoints': {'nose': (213, 349), 'right_eye': (283, 277), 'mouth_left': (156, 403), 'left_eye': (150, 267), 'mouth_right': (257, 412)}}"
1739,KakaoTalk_20191128_154904863_22.jpg,JM,"{'box': [105, 59, 146, 174], 'confidence': 0.9991138577461243, 'keypoints': {'nose': (194, 172), 'right_eye': (205, 126), 'mouth_left': (179, 203), 'left_eye': (152, 149), 'mouth_right': (225, 182)}}"
1740,KakaoTalk_20191128_154904863_23.jpg,JM,"{'box': [190, 134, 192, 239], 'confidence': 0.9999703168869019, 'keypoints': {'nose': (275, 267), 'right_eye': (317, 221), 'mouth_left': (256, 321), 'left_eye': (231, 236), 'mouth_right': (320, 310)}}"
1741,KakaoTalk_20191128_154904863_24.jpg,JM,"{'box': [312, 118, 158, 209], 'confidence': 0.9994227886199951, 'keypoints': {'nose': (384, 226), 'right_eye': (426, 194), 'mouth_left': (358, 274), 'left_eye': (352, 195), 'mouth_right': (410, 277)}}"
1742,KakaoTalk_20191128_154904863_25.jpg,JM,"{'box': [197, 162, 132, 186], 'confidence': 0.9874622225761414, 'keypoints': {'nose': (237, 276), 'right_eye': (268, 225), 'mouth_left': (247, 317), 'left_eye': (217, 252), 'mouth_right': (290, 296)}}"
1744,KakaoTalk_20191128_154904863_27.jpg,JM,"{'box': [226, 174, 131, 172], 'confidence': 0.9999431371688843, 'keypoints': {'nose': (266, 263), 'right_eye': (313, 244), 'mouth_left': (244, 295), 'left_eye': (259, 230), 'mouth_right': (288, 305)}}"
1745,KakaoTalk_20191128_154904863_28.jpg,JM,"{'box': [256, 112, 162, 223], 'confidence': 0.9999997615814209, 'keypoints': {'nose': (321, 236), 'right_eye': (368, 202), 'mouth_left': (293, 280), 'left_eye': (292, 197), 'mouth_right': (352, 283)}}"
1746,KakaoTalk_20191128_154904863_29.jpg,JM,"{'box': [302, 188, 115, 122], 'confidence': 0.8500539064407349, 'keypoints': {'nose': (390, 252), 'right_eye': (387, 227), 'mouth_left': (362, 258), 'left_eye': (366, 233), 'mouth_right': (387, 255)}}"
1747,KakaoTalk_20191128_204945849.jpg,JM,"{'box': [203, 123, 132, 185], 'confidence': 0.9976389408111572, 'keypoints': {'nose': (218, 232), 'right_eye': (269, 200), 'mouth_left': (211, 269), 'left_eye': (217, 197), 'mouth_right': (251, 271)}}"
1748,KakaoTalk_20191128_222217531.jpg,JM,"{'box': [391, 78, 66, 81], 'confidence': 0.9914153218269348, 'keypoints': {'nose': (409, 120), 'right_eye': (431, 110), 'mouth_left': (400, 141), 'left_eye': (403, 111), 'mouth_right': (423, 141)}}"
1749,KakaoTalk_20191128_222217531_01.jpg,JM,"{'box': [382, 78, 43, 59], 'confidence': 0.9446162581443787, 'keypoints': {'nose': (409, 116), 'right_eye': (416, 101), 'mouth_left': (401, 127), 'left_eye': (396, 105), 'mouth_right': (415, 124)}}"
1750,KakaoTalk_20191128_222217531_02.jpg,JM,"{'box': [415, 123, 85, 103], 'confidence': 0.9913212656974792, 'keypoints': {'nose': (433, 182), 'right_eye': (459, 154), 'mouth_left': (437, 204), 'left_eye': (427, 163), 'mouth_right': (463, 197)}}"
1751,KakaoTalk_20191128_222217531_03.jpg,JM,"{'box': [405, 120, 79, 106], 'confidence': 0.9978066086769104, 'keypoints': {'nose': (426, 180), 'right_eye': (452, 161), 'mouth_left': (417, 201), 'left_eye': (418, 158), 'mouth_right': (447, 202)}}"
1753,KakaoTalk_20191128_222217531_06.jpg,JM,"{'box': [374, 295, 134, 146], 'confidence': 0.9993835687637329, 'keypoints': {'nose': (449, 368), 'right_eye': (462, 331), 'mouth_left': (442, 409), 'left_eye': (408, 363), 'mouth_right': (487, 383)}}"
1754,KakaoTalk_20191128_222217531_07.jpg,JM,"{'box': [101, 116, 154, 210], 'confidence': 0.9999920129776001, 'keypoints': {'nose': (110, 236), 'right_eye': (168, 188), 'mouth_left': (120, 287), 'left_eye': (117, 195), 'mouth_right': (160, 279)}}"
1755,KakaoTalk_20191128_222217531_08.jpg,JM,"{'box': [424, 41, 414, 572], 'confidence': 0.9942989349365234, 'keypoints': {'nose': (604, 388), 'right_eye': (733, 311), 'mouth_left': (508, 466), 'left_eye': (548, 254), 'mouth_right': (646, 504)}}"
1756,KakaoTalk_20191128_222217531_09.jpg,JM,"{'box': [457, 269, 387, 541], 'confidence': 0.9998853206634521, 'keypoints': {'nose': (618, 570), 'right_eye': (747, 476), 'mouth_left': (557, 694), 'left_eye': (559, 480), 'mouth_right': (704, 693)}}"
1757,KakaoTalk_20191128_222217531_11.jpg,JM,"{'box': [336, 48, 90, 104], 'confidence': 0.9781218767166138, 'keypoints': {'nose': (388, 108), 'right_eye': (403, 77), 'mouth_left': (373, 130), 'left_eye': (362, 90), 'mouth_right': (411, 119)}}"
1759,KakaoTalk_20191128_222217531_13.jpg,JM,"{'box': [217, 266, 450, 554], 'confidence': 0.9999991655349731, 'keypoints': {'nose': (303, 545), 'right_eye': (475, 466), 'mouth_left': (260, 685), 'left_eye': (287, 449), 'mouth_right': (402, 695)}}"
1761,KakaoTalk_20191128_222217531_16.jpg,JM,"{'box': [154, 101, 111, 130], 'confidence': 0.9988296627998352, 'keypoints': {'nose': (244, 178), 'right_eye': (255, 150), 'mouth_left': (205, 196), 'left_eye': (213, 145), 'mouth_right': (242, 200)}}"
1762,KakaoTalk_20191128_222217531_17.jpg,JM,"{'box': [116, 107, 322, 401], 'confidence': 0.9813593626022339, 'keypoints': {'nose': (226, 357), 'right_eye': (333, 282), 'mouth_left': (185, 405), 'left_eye': (199, 244), 'mouth_right': (295, 441)}}"
1763,KakaoTalk_20191128_222217531_18.jpg,JM,"{'box': [405, 318, 290, 338], 'confidence': 0.9997643828392029, 'keypoints': {'nose': (478, 547), 'right_eye': (532, 445), 'mouth_left': (532, 620), 'left_eye': (456, 493), 'mouth_right': (589, 584)}}"
1764,KakaoTalk_20191128_222217531_21.jpg,JM,"{'box': [333, 159, 158, 191], 'confidence': 0.9972655773162842, 'keypoints': {'nose': (391, 287), 'right_eye': (424, 232), 'mouth_left': (386, 319), 'left_eye': (362, 250), 'mouth_right': (441, 303)}}"
1765,KakaoTalk_20191128_222217531_22.jpg,JM,"{'box': [332, 216, 130, 162], 'confidence': 0.9920517206192017, 'keypoints': {'nose': (395, 315), 'right_eye': (426, 281), 'mouth_left': (371, 338), 'left_eye': (369, 277), 'mouth_right': (420, 341)}}"
1766,KakaoTalk_20191128_222217531_24.jpg,JM,"{'box': [-8, 347, 164, 240], 'confidence': 0.998992383480072, 'keypoints': {'nose': (80, 486), 'right_eye': (112, 436), 'mouth_left': (44, 531), 'left_eye': (35, 435), 'mouth_right': (108, 528)}}"
1768,KakaoTalk_20191128_222217531_28.jpg,JM,"{'box': [224, 88, 340, 417], 'confidence': 0.9857978224754333, 'keypoints': {'nose': (435, 324), 'right_eye': (496, 240), 'mouth_left': (360, 410), 'left_eye': (338, 250), 'mouth_right': (479, 402)}}"
1769,KakaoTalk_20191128_222217531_29.jpg,JM,"{'box': [222, 106, 410, 503], 'confidence': 0.9934141635894775, 'keypoints': {'nose': (479, 424), 'right_eye': (564, 302), 'mouth_left': (357, 476), 'left_eye': (367, 294), 'mouth_right': (534, 488)}}"
1770,KakaoTalk_20191128_222728370.jpg,JM,"{'box': [362, 541, 89, 116], 'confidence': 0.997768759727478, 'keypoints': {'nose': (409, 594), 'right_eye': (428, 583), 'mouth_left': (394, 628), 'left_eye': (387, 585), 'mouth_right': (426, 626)}}"
1771,KakaoTalk_20191128_222728370_01.jpg,JM,"{'box': [240, 364, 249, 339], 'confidence': 0.9979860782623291, 'keypoints': {'nose': (375, 552), 'right_eye': (423, 487), 'mouth_left': (331, 623), 'left_eye': (311, 490), 'mouth_right': (415, 620)}}"
1772,KakaoTalk_20191128_222728370_02.jpg,JM,"{'box': [205, -63, 497, 650], 'confidence': 0.999988317489624, 'keypoints': {'nose': (472, 360), 'right_eye': (600, 241), 'mouth_left': (346, 428), 'left_eye': (384, 195), 'mouth_right': (517, 468)}}"
1773,KakaoTalk_20191128_222728370_06.jpg,JM,"{'box': [227, 238, 70, 81], 'confidence': 0.9999884366989136, 'keypoints': {'nose': (262, 275), 'right_eye': (278, 265), 'mouth_left': (253, 299), 'left_eye': (246, 269), 'mouth_right': (277, 295)}}"
1774,KakaoTalk_20191128_222728370_08.jpg,JM,"{'box': [113, 204, 248, 315], 'confidence': 0.999872088432312, 'keypoints': {'nose': (187, 368), 'right_eye': (270, 313), 'mouth_left': (153, 440), 'left_eye': (157, 314), 'mouth_right': (251, 441)}}"
1775,KakaoTalk_20191128_222728370_09.jpg,JM,"{'box': [200, 92, 190, 256], 'confidence': 0.9998528957366943, 'keypoints': {'nose': (231, 218), 'right_eye': (305, 183), 'mouth_left': (221, 291), 'left_eye': (234, 187), 'mouth_right': (274, 288)}}"
1776,KakaoTalk_20191128_222728370_10.jpg,JM,"{'box': [310, 124, 196, 245], 'confidence': 0.9999971389770508, 'keypoints': {'nose': (396, 265), 'right_eye': (449, 217), 'mouth_left': (363, 311), 'left_eye': (359, 216), 'mouth_right': (440, 309)}}"
1777,KakaoTalk_20191128_222728370_12.jpg,JM,"{'box': [264, 35, 179, 213], 'confidence': 0.9999767541885376, 'keypoints': {'nose': (370, 140), 'right_eye': (404, 121), 'mouth_left': (331, 192), 'left_eye': (323, 113), 'mouth_right': (394, 200)}}"
1778,KakaoTalk_20191128_222728370_14.jpg,JM,"{'box': [740, 174, 32, 43], 'confidence': 0.7747381925582886, 'keypoints': {'nose': (765, 198), 'right_eye': (769, 187), 'mouth_left': (757, 207), 'left_eye': (755, 188), 'mouth_right': (766, 207)}}"
1779,KakaoTalk_20191128_222728370_15.jpg,JM,"{'box': [99, -23, 283, 329], 'confidence': 0.8982252478599548, 'keypoints': {'nose': (278, 126), 'right_eye': (305, 55), 'mouth_left': (252, 238), 'left_eye': (187, 103), 'mouth_right': (336, 199)}}"
1782,KakaoTalk_20191128_222728370_20.jpg,JM,"{'box': [181, 164, 250, 324], 'confidence': 0.9990678429603577, 'keypoints': {'nose': (337, 378), 'right_eye': (381, 297), 'mouth_left': (279, 418), 'left_eye': (269, 305), 'mouth_right': (369, 415)}}"
1783,KakaoTalk_20191128_222728370_21.jpg,JM,"{'box': [295, 111, 174, 203], 'confidence': 0.9999308586120605, 'keypoints': {'nose': (389, 231), 'right_eye': (432, 186), 'mouth_left': (351, 262), 'left_eye': (350, 181), 'mouth_right': (419, 269)}}"
1784,KakaoTalk_20191128_222728370_22.jpg,JM,"{'box': [461, 218, 95, 123], 'confidence': 0.9999939203262329, 'keypoints': {'nose': (480, 287), 'right_eye': (513, 264), 'mouth_left': (473, 310), 'left_eye': (474, 260), 'mouth_right': (504, 314)}}"
1785,KakaoTalk_20191128_222728370_24.jpg,JM,"{'box': [213, 148, 138, 192], 'confidence': 0.9999881982803345, 'keypoints': {'nose': (348, 267), 'right_eye': (349, 219), 'mouth_left': (303, 308), 'left_eye': (297, 228), 'mouth_right': (345, 300)}}"
1786,KakaoTalk_20191128_222728370_25.jpg,JM,"{'box': [203, 99, 98, 116], 'confidence': 0.9992917776107788, 'keypoints': {'nose': (256, 159), 'right_eye': (278, 136), 'mouth_left': (237, 184), 'left_eye': (234, 135), 'mouth_right': (269, 185)}}"
1787,KakaoTalk_20191128_222728370_26.jpg,JM,"{'box': [295, 111, 174, 203], 'confidence': 0.9999308586120605, 'keypoints': {'nose': (389, 231), 'right_eye': (432, 186), 'mouth_left': (351, 262), 'left_eye': (350, 181), 'mouth_right': (419, 269)}}"
1788,KakaoTalk_20191128_222728370_27.jpg,JM,"{'box': [124, 112, 272, 353], 'confidence': 0.9914735555648804, 'keypoints': {'nose': (241, 304), 'right_eye': (332, 272), 'mouth_left': (177, 365), 'left_eye': (218, 226), 'mouth_right': (258, 398)}}"
1789,KakaoTalk_20191128_222728370_28.jpg,JM,"{'box': [107, 203, 67, 77], 'confidence': 0.7840538620948792, 'keypoints': {'nose': (136, 241), 'right_eye': (148, 220), 'mouth_left': (137, 256), 'left_eye': (128, 226), 'mouth_right': (154, 251)}}"
1791,KakaoTalk_20191129_092554615.jpg,JM,"{'box': [349, 162, 84, 92], 'confidence': 0.9935512542724609, 'keypoints': {'nose': (400, 221), 'right_eye': (406, 188), 'mouth_left': (393, 239), 'left_eye': (375, 205), 'mouth_right': (420, 225)}}"
1793,KakaoTalk_20191129_092554615_02.jpg,JM,"{'box': [146, 179, 170, 257], 'confidence': 0.9999617338180542, 'keypoints': {'nose': (160, 329), 'right_eye': (221, 274), 'mouth_left': (172, 382), 'left_eye': (166, 274), 'mouth_right': (212, 380)}}"
1794,KakaoTalk_20191129_092554615_04.jpg,JM,"{'box': [247, 138, 142, 184], 'confidence': 0.9993533492088318, 'keypoints': {'nose': (323, 238), 'right_eye': (358, 221), 'mouth_left': (288, 272), 'left_eye': (293, 206), 'mouth_right': (340, 283)}}"
1795,KakaoTalk_20191129_092554615_05.jpg,JM,"{'box': [442, 220, 113, 145], 'confidence': 0.9994902610778809, 'keypoints': {'nose': (499, 299), 'right_eye': (526, 275), 'mouth_left': (479, 331), 'left_eye': (472, 277), 'mouth_right': (522, 329)}}"
1796,KakaoTalk_20191129_092554615_06.jpg,JM,"{'box': [113, 201, 132, 125], 'confidence': 0.8254267573356628, 'keypoints': {'nose': (168, 279), 'right_eye': (169, 240), 'mouth_left': (200, 305), 'left_eye': (149, 290), 'mouth_right': (215, 265)}}"
1797,KakaoTalk_20191129_092554615_07.jpg,JM,"{'box': [90, 166, 158, 144], 'confidence': 0.7948436141014099, 'keypoints': {'nose': (168, 260), 'right_eye': (150, 210), 'mouth_left': (199, 279), 'left_eye': (140, 266), 'mouth_right': (211, 234)}}"
1798,KakaoTalk_20191129_092554615_08.jpg,JM,"{'box': [208, 178, 173, 211], 'confidence': 0.9580962657928467, 'keypoints': {'nose': (291, 307), 'right_eye': (326, 255), 'mouth_left': (270, 346), 'left_eye': (248, 267), 'mouth_right': (334, 336)}}"
1800,KakaoTalk_20191129_092554615_10.jpg,JM,"{'box': [246, 197, 141, 183], 'confidence': 0.9810463786125183, 'keypoints': {'nose': (295, 314), 'right_eye': (324, 260), 'mouth_left': (295, 347), 'left_eye': (263, 277), 'mouth_right': (342, 333)}}"
1801,KakaoTalk_20191129_170343841_02.jpg,JM,"{'box': [250, 170, 130, 161], 'confidence': 0.995522141456604, 'keypoints': {'nose': (334, 244), 'right_eye': (361, 241), 'mouth_left': (291, 278), 'left_eye': (302, 219), 'mouth_right': (337, 294)}}"
1802,KakaoTalk_20191129_170343841_03.jpg,JM,"{'box': [288, 79, 151, 134], 'confidence': 0.9979386925697327, 'keypoints': {'nose': (357, 178), 'right_eye': (362, 129), 'mouth_left': (380, 203), 'left_eye': (334, 168), 'mouth_right': (400, 171)}}"
